cod_cnpm|cod_cim|obs|den_produs|forma|concentr|firma|dci|ambalaj|grupa|pret_prod|pret_rid|pret_am|statut_frm|statut_anm|stare
ACTNYC0067|W02636001|!|ACTOVEGIN 5%|CREMA|5%|NYCOMED AUSTRIA GmbH - AUSTRIA|DIVERSE|Cutie x 1 tub x 20g (3 ani)|D03AXN2|8.99|10.25|13.85|MI|inovativ|DC
ACTNYC0075|W02637001|!|ACTOVEGIN 5%|UNGUENT|5%|NYCOMED AUSTRIA GmbH - AUSTRIA|DIVERSE|Cutie x 1 tub x 20g (3 ani)|D03AXN2|8.99|10.25|13.85|MI|inovativ|DC
ACTNYC0059|W02635001|!|ACTOVEGIN ®  20%|GEL|0.8%|NYCOMED AUSTRIA GmbH - AUSTRIA|DIVERSE|Cutie x 1 tub din Al x 20g (3 ani)|D03AXN2|17.52|19.98|27.0|MI|inovativ|DC
ACTNYC0083|W02623002||ACTOVEGIN®|DRAJ.|200mg|NYCOMED AUSTRIA GmbH - AUSTRIA|DIVERSE|Cutie x 1 flacon din sticla bruna x 50 drajeuri (3 ani)|A16AXN1|108.04|118.84|145.08|MI|inovativ|
ACUBIO0012|W43861001||ACUPAN|SOL. INJ.|20mg/2ml|BIOCODEX - FRANTA|NEFOPAMUM|Cutie x 5 fiole din sticla incolora x 2ml solutie injectabila (3 ani)|N02BG06|10.63|12.12|16.38|MP|inovativ|
ACUCYA0013|W53856001||ACUVER 8mg/doza|SOL. ORALA|8mg/doza|CYATHUS EXQUIRERE PHARMAFORSCHUNGS GMBH - AUSTRIA|BETAHISTINUM|Cutie x 1 flacon sticla bruna x 60ml solutie orala (4 ani)|N07CA01|25.56|29.14|38.11|MG|generic|
ACUCYA0021|W53856002||ACUVER 8mg/doza|SOL. ORALA|8mg/doza|CYATHUS EXQUIRERE PHARMAFORSCHUNGS GMBH - AUSTRIA|BETAHISTINUM|Cutie x 1 flacon sticla bruna x 120ml solutie orala (4 ani)|N07CA01|48.56|55.36|70.0|MG|generic|
ADABAY0041|W57951001||ADALAT CR 30|COMPR. ELIB. MODIF.|30mg|BAYER PHARMA AG - GERMANIA|NIFEDIPINUM|Cutie x 2 blistere Al/PP x 14 comprimate eliberare modificata (4 ani)|C08CA05|19.39|22.11|29.88|MI|inovativ|
ADAALE0010|W60094002||ADASUVE 9.1mg|PULB. INHALAT. PREDOZATA|9.1mg|ALEXAZA UK LTD - MAREA BRITANIE|LOXAPINUM|Punga din folie multilaminata de Al, inchisa ermetic, disponibil intr-o cutie x 1 inhalator alb (doza unica)|N05AH01|298.2|328.02|395.69|MI|inovativ|
ADDFRE0016|W01688002||ADDAMEL®  N|CONC. PT. SOL. PERF.||FRESENIUS KABI AB - SUEDIA|COMBINATII|Cutie x 20 fiole x 10ml (3 ani)|B05XA31|97.05|108.7|132.7|MP|inovativ|
ADEBAY0013|W60680001||ADEMPAS 0.5mg|COMPR. FILM.|0.5mg|BAYER PHARMA AG - GERMANIA|RIOCIGUAT|Cutie x blistere din folie de Al/PP x 42 comprimate filmate|C02KX05|6411.31|6441.3|7059.18|MO|orfan|
ADEBAY0039|W60682001||ADEMPAS 1.5mg|COMPR. FILM.|1.5mg|BAYER PHARMA AG - GERMANIA|RIOCIGUAT|Cutie x blistere din folie de Al/PP x 42 comprimate filmate|C02KX05|6411.31|6441.3|7059.18|MO|orfan|
ADEBAY0021|W60681001||ADEMPAS 1mg|COMPR. FILM.|1mg|BAYER PHARMA AG - GERMANIA|RIOCIGUAT|Cutie x blistere din folie de Al/PP x 42 comprimate filmate|C02KX05|6411.31|6441.3|7059.18|MO|orfan|
ADEBAY0055|W60684001||ADEMPAS 2.5mg|COMPR. FILM.|2.5mg|BAYER PHARMA AG - GERMANIA|RIOCIGUAT|Cutie x blistere din folie de Al/PP x 42 comprimate filmate|C02KX05|6411.31|6441.3|7059.18|MO|orfan|
ADEBAY0047|W60683001||ADEMPAS 2mg|COMPR. FILM.|2mg|BAYER PHARMA AG - GERMANIA|RIOCIGUAT|Cutie x blistere din folie de Al/PP x 42 comprimate filmate|C02KX05|6411.31|6441.3|7059.18|MO|orfan|
ADEMEN0022|W57781001||ADENURIC 120mg|COMPR. FILM.|120mg|MENARINI INTERNATIONAL OPERATIONS LUXEMBURG SA - LUXEMBURG|FEBUXOSTATUM|Cutie x 28 comprimate filmate (blistere ACLAR/PVC/Al) (2 ani)|M04AA03|107.31|118.04|144.1|MI|inovativ|
ADEMEN0014|W57782001||ADENURIC 80mg|COMPR. FILM.|80mg|MENARINI INTERNATIONAL OPERATIONS LUXEMBURG SA - LUXEMBURG|FEBUXOSTATUM|Cutie x 28 comprimate filmate (blistere ACLAR/PVC/Al) (2 ani)|M04AA03|107.31|118.04|144.1|MI|inovativ|
ADJLAN0020|W59051001||ADJUVIN 100mg|COMPR. FILM.|100mg|LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA|SERTRALINUM|Cutie x 3 blistere PVC-PVDC/Al x 10 comprimate filmate (3 ani)|N06AB06|24.49|27.92|36.52|MG|generic|
ADJLAN0012|W59050001||ADJUVIN 50mg|COMPR. FILM.|50mg|LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA|SERTRALINUM|Cutie x 3 blistere PVC-PVDC/Al x 10 comprimate filmate (3 ani)|N06AB06|13.02|14.84|20.06|MG|generic|
ADORAN0039|W53486006||ADOXA EP 150mg|CAPS. ELIB. PREL.|150mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|VENLAFAXINUM|Cutie x blist PVC/Al x 30 capsule cu eliberare prelungita (2 ani)|N06AX16|27.41|31.25|40.87|MG|generic|
ADORAN0013|W53483006||ADOXA EP 37.5mg|CAPS. ELIB. PREL.|37.5mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|VENLAFAXINUM|Cutie x blist PVC/Al x 30 capsule cu eliberare prelungita (2 ani)|N06AX16|13.29|15.15|20.48|MG|generic|
ADORAN0021|W53485006||ADOXA EP 75mg|CAPS. ELIB. PREL.|75mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|VENLAFAXINUM|Cutie x blist PVC/Al x 30 capsule cu eliberare prelungita (2 ani)|N06AX16|16.62|18.95|25.61|MG|generic|
ADRTER0012|W02947001||ADRENALINA 1mg|SOL. INJ.|1mg/ml|TERAPIA SA - ROMANIA|EPINEPHRINUM|Cutie x 100 fiole din sticla bruna cu punct de rupere x 1ml solutie injectabila (1 an)|C01CA24|137.5|151.25|184.65|PMG|generic|
ADRTER0038|W00831001||ADRENOSTAZIN 1.5mg|SOL. INJ. / PERF.|1.5mg|TERAPIA SA - ROMANIA|CARBAZOCHROMI SALICYLAS|Cutie x 5 fiole x 5ml solutie injectabila/perfuzabila prevazut cu punct de rupere|B02BX02|8.25|9.4|12.71|MG|generic|
ADRARE0017|W56763002||ADRONIK 70mg|COMPR. FILM.|70mg|ARENA GROUP SA - ROMANIA|ACIDUM ALENDRONICUM|Cutie x 1 blister PVC-PVDC/Al x 2 comprimate filmate (3 ani)|M05BA04|16.08|18.33|24.78|MG|generic|
ADRARE0025|W56763003||ADRONIK 70mg|COMPR. FILM.|70mg|ARENA GROUP SA - ROMANIA|ACIDUM ALENDRONICUM|Cutie x 1 blister PVC-PVDC/Al x 4 comprimate filmate (3 ani)|M05BA04|32.17|36.67|47.97|MG|generic|
ADRARE0033|W56763001||ADRONIK 70mg|COMPR. FILM.|70mg|ARENA GROUP SA - ROMANIA|ACIDUM ALENDRONICUM|Cutie x 1 blister PVC-PVDC/Al x 12 comprimate filmate (3 ani)|M05BA04|96.48|108.06|131.92|MG|generic|
ADVAST0017|W51974002||ADVAGRAF 0,5mg|CAPS. ELIB. PREL.|0.5mg|ASTELLAS PHARMA EUROPE BV - OLANDA|TACROLIMUSUM|Cutie x 50 capsule cu eliberare prelungita (blistere PVC-PVDC/Al) (3 ani)|L04AD02|186.29|204.92|250.17|MI|inovativ|
ADVAST0025|W57352002||ADVAGRAF 1mg|CAPS. ELIB. PREL.|1mg|ASTELLAS PHARMA EUROPE BV - OLANDA|TACROLIMUSUM|Cutie x 50 capsule cu eliberare prelungita (blistere PVC-PVDC/Al) (3 ani)|L04AD02|372.53|402.53|476.91|MI|inovativ|
ADVAST0033|W51976002||ADVAGRAF 5mg|CAPS. ELIB. PREL.|5mg|ASTELLAS PHARMA EUROPE BV - OLANDA|TACROLIMUSUM|Cutie x 50 capsule cu eliberare prelungita (blistere PVC-PVDC/A)) (3 ani)|L04AD02|1835.58|1865.58|2071.63|MI|inovativ|
ADVINT0023|W58821004||ADVANTAN 1mg/g crema|CREMA|1mg/g|INTENDIS GmbH - GERMANIA|METHYLPREDNISOLONUM ACEPONAT|Cutie x 1 tub din Al x 30g crema (3 ani)|D07AC14|15.68|17.88|24.16|MI|inovativ|
ADVINT0057|W58821001||ADVANTAN 1mg/g crema|CREMA|1mg/g|INTENDIS GmbH - GERMANIA|METHYLPREDNISOLONUM ACEPONAT|Cutie x 1 tub din Al x 15g crema (3 ani)|D07AC14|8.24|9.4|12.7|MI|inovativ|
ADVINT0031|W58822004||ADVANTAN 1mg/g unguent|UNGUENT|1mg/g|INTENDIS GmbH - GERMANIA|METHYLPREDNISOLONUM ACEPONAT|Cutie x tub din Al x 30g unguent (3 ani)|D07AC14|15.68|17.88|24.16|MI|inovativ|
ADVINT0049|W58822001||ADVANTAN 1mg/g unguent|UNGUENT|1mg/g|INTENDIS GmbH - GERMANIA|METHYLPREDNISOLONUM ACEPONAT|Cutie x 1 tub Al x 15g unguent (3 ani)|D07AC14|8.43|9.61|12.99|MI|inovativ|
ADVINT0015|W57341001||ADVANTAN MILK 1mg/g|EMULSIE CUT.|1mg/g|INTENDIS GmbH - GERMANIA|METHYLPREDNISOLONUM ACEPONAT|Cutie x 1 tub x 20g (3 ani)|D07AC14|10.22|11.65|15.75|MI|inovativ|
ADVINT0065|W57341002||ADVANTAN MILK 1mg/g|EMULSIE CUT.|1mg/g|INTENDIS GmbH - GERMANIA|METHYLPREDNISOLONUM ACEPONAT|Cutie x 1 tub x 50g|D07AC14|22.82|26.02|34.03|MI|inovativ|
ADVBAX0028|W51449001||ADVATE 1000UI|PULB. + SOLV. PT. SOL. INJ.|1000UI|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1 flacon cu pulbere + 1 flacon x 5ml apa pentru solutie injectabila + 1 dispozitiv Baxject II (2 ani)|B02BD02|2452.36|2482.35|2743.92|MI|inovativ|
ADVBAX0036|W53183001||ADVATE 2000UI|PULB. + SOLV. PT. SOL. INJ.|2000UI|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1 flacon cu pulbere + 1 flacon x 5ml apa pentru solutie injectabila + 1 dispozitiv Baxject II (2 ani)|B02BD02|5288.11|5318.1|5834.89|MI|inovativ|
ADVBAX0052|W51447001||ADVATE 250 UI|PULB. + SOLV. PT. SOL. INJ.|250UI|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1 flacon cu pulbere + 1 flacon x 5ml apa pentru solutie injectabila + 1 dispozitiv Baxject II (2 ani)|B02BD02|661.02|691.02|791.36|MI|inovativ|
ADVBAX0044|W53185001||ADVATE 3000UI|PULB. + SOLV. PT. SOL. INJ.|3000UI|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1 flacon cu pulbere + 1 flacon x 5ml apa pentru solutie injectabila + 1 dispozitiv Baxject II (2 ani)|B02BD02|7932.16|7962.15|8716.9|MI|inovativ|
ADVBAX0010|W51448001||ADVATE 500UI|PULB. + SOLV. PT. SOL. INJ.|500UI|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1 flacon cu pulbere + 1 flacon x 5ml apa pentru solutie injectabila + 1 dispozitiv Baxject II (2 ani)|B02BD02|1250.02|1280.02|1433.37|MI|inovativ|
AEDLAN0023|W57202003||AEDON 10mg|COMPR. ORODISP.|10mg|LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA|OLANZAPINUM|Cutie x blistere PA-Al-PVC/Al x 30 comprimate orodispersabile (2 ani)|N05AH03|40.69|46.38|60.67|MG|generic|
AEDLAN0031|W57203003||AEDON 15mg|COMPR. ORODISP.|15mg|LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA|OLANZAPINUM|Cutie x blistere PA-Al-PVC/Al x 30 comprimate orodispersabile (2 ani)|N05AH03|121.78|133.96|163.54|MG|generic|
AEDLAN0049|W57204003||AEDON 20mg|COMPR. ORODISP.|20mg|LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA|OLANZAPINUM|Cutie x blistere PA-Al-PVC/Al x 30 comprimate orodispersabile (2 ani)|N05AH03|133.97|147.37|179.91|MG|generic|
AEDLAN0015|W57201003||AEDON 5mg|COMPR. ORODISP.|5mg|LANNACHER HEILMITTEL GES.M.B.H. - AUSTRIA|OLANZAPINUM|Cutie x blistere PA-Al-PVC/Al x 30 comprimate orodispersabile (2 ani)|N05AH03|12.45|14.19|19.18|MG|generic|
AERMER0012|W59831004||AERINAZE (vezi R01BA52) 2,5mg/120mg|COMPR. FILM.|2.5mg/120mg|MERCK SHARP & DOHME LTD - MAREA BRITANIE|COMBINATII (DESLORATADINUM + PSEUDOEPHEDRINE)|Cutie x 10 comprimate filmate cu eliberare modificata (blistere PCTFE/PVC/Al)|R06AX27|13.63|15.54|21.0|MI|inovativ|
AERMER0062|W60474006||AERIUS 0.5mg/ml|SOL. ORALA|0.5mg/ml|MERCK SHARP & DOHME LTD - MAREA BRITANIE|DESLORATADINUM|Cutie x 1 flacon x 120ml solutie orala + lingurita dozatoare de 2.5ml si 5ml|R06AX27|10.86|12.38|16.73|MI|inovativ|
AERMER0020|W60473008||AERIUS 2.5mg|COMPR. ORODISP.|2.5mg|MERCK SHARP & DOHME LTD - MAREA BRITANIE|DESLORATADINUM|Cutie x 30 comprimate orodispersabile (PVC/OPA/Al)|R06AX27|18.53|21.12|28.55|MI|inovativ|
AERMER0046|W60471006||AERIUS 5mg|COMPR. FILM.|5mg|MERCK SHARP & DOHME LTD - MAREA BRITANIE|DESLORATADINUM|Cutie x 1 blister x 10 comprimate filmate|R06AX27|5.33|6.07|8.21|MI|inovativ|
AERMER0054|W60471011||AERIUS 5mg|COMPR. FILM.|5mg|MERCK SHARP & DOHME LTD - MAREA BRITANIE|DESLORATADINUM|Cutie x 3 blistere x 10 comprimate filmate|R06AX27|15.98|18.22|24.62|MI|inovativ|
AERMER0038|W60472008||AERIUS 5mg|COMPR. ORODISP.|5mg|MERCK SHARP & DOHME LTD - MAREA BRITANIE|DESLORATADINUM|Cutie x 30 comprimate orodispersabile (PVC/OPA/Al)|R06AX27|18.53|21.12|28.55|MI|inovativ|
AERBAX0011|W43418001||AERRANE|LICHID VOLATIL PT. INHALAT|100%|BAXTER SA - BELGIA|ISOFLURANUM|Cutie x 6 flacoane din sticla bruna inchise cu capac de rasina fenolica captusit cu folie din polietilena de joasa densitate x 250 ml lichid volatil (5 ani)|N01AB06|1111.88|1141.88|1282.8|MG|generic|
AERBAX0029|W43418002||AERRANE|LICHID VOLATIL PT. INHALAT|100%|BAXTER SA - BELGIA|ISOFLURANUM|Cutie x 6 flacoane din sticla bruna inchisa cu capac din polipropilena captusit cu folie din polietilena de joasa densitate x 250 ml lichid volatil (5 ani)|N01AB06|1111.88|1141.88|1282.8|MG|generic|
AETADM0014|W60344001||AETHOXYSKLEROL 0.5%|SOL. INJ.|0.5%|ADM FARM/CHEMISCHE FABRIK KREUSSLER &CO.GMBH - GERMANIA|LAUROMACROGOL 400 (POLIDOCANOL)|Cutie x 5 fiole din sticla x 2ml solutie injectabila (5 ani)|C05BB02|36.93|42.1|55.07|MI||N
AETADM0022|W60343001||AETHOXYSKLEROL 1%|SOL. INJ.|1%|ADM FARM/CHEMISCHE FABRIK KREUSSLER &CO.GMBH - GERMANIA|LAUROMACROGOL 400 (POLIDOCANOL)|Cutie x 5 fiole din sticla x 2ml solutie injectabila (5 ani)|C05BB02|44.43|50.65|64.04|MI||N
AETADM0030|W60342001||AETHOXYSKLEROL 3%|SOL. INJ.|3%|ADM FARM/CHEMISCHE FABRIK KREUSSLER &CO.GMBH - GERMANIA|LAUROMACROGOL 400 (POLIDOCANOL)|Cutie x 5 fiole din sticla x 2ml solutie injectabila (5 ani)|C05BB02|67.73|75.85|95.91|MI||N
AFINOV0013|W54589001||AFINITOR 10mg|COMPR.|10mg|NOVARTIS EUROPHARM LTD - MAREA BRITANIE|EVEROLIMUS|Cutie x 3 blistere Al/PA/PVC/Al x 10 comprimate (2 ani)|L01XE10|14118.12|14148.1|15459.6|MO|inovativ|
AFINOV0021|W54588001||AFINITOR 5mg|COMPR.|5mg|NOVARTIS EUROPHARM LTD - MAREA BRITANIE|EVEROLIMUS|Cutie x 3 blistere Al/PA/PVC/Al x 10 comprimate (2 ani)|L01XE10|10556.28|10586.27|11577.2|MO|inovativ|
AFLGED0015|W57635001||AFLAMIL 100mg|COMPR. FILM.|100mg|GEDEON RICHTER ROMANIA SA - ROMANIA|ACECLOFENACUM|Cutie x 2 blistere din PA-Al-PVC/Al x 10 comprimate filmate (4 ani)|M01AB16|14.74|16.8|22.71|MP|inovativ|
AFLJUR0016|W53412001||AFLEN®|CAPS.|300mg|GALENICA SA - GRECIA|TRIFLUSALUM|Cutie x 5 blistere x 10 capsule (4 ani)|B01AC18|59.97|67.17|84.93|MI|inovativ|
AGEZEN0026|W57834002|!|AGEN 10|COMPR.|10mg|ZENTIVA KS - CEHIA|AMLODIPINUM|Cutie x blistere PVC-PVDC/Al x 30 comprimate (3 ani)|C08CA01|5.51|6.28|8.49|MG|generic|DC
AGEZEN0018|W57833002|!|AGEN 5|COMPR.|5mg|ZENTIVA KS - CEHIA|AMLODIPINUM|Cutie x blistere PVC-PVDC/Al x 30 comprimate (3 ani)|C08CA01|2.66|3.03|4.1|MG|generic|DC
AGGBOE0018|W43737002|!|AGGRENOX|CAPS. ELIB. MODIF.|25mg/200mg|BOEHRINGER INGELHEIM INTERNATIONAL GmbH - GERMANIA|COMBINATII (ACIDUM ACETYLSALICYLICUM + DIPYRIDAMOLUM)|Cutie x 1 flacon din polipropilena de culoare alba x 60 capsule cu eliberare modificata (30 luni)|B01AC30|35.44|40.41|52.85|MI|inovativ|DC
AGGBOE0026|W59803002||AGGRENOX 200mg/25mg|CAPS. ELIB. MODIF.|200mg/25mg|BOEHRINGER INGELHEIM INTERNATIONAL GmbH - GERMANIA|COMBINATII (ACIDUM ACETYLSALICYLICUM + DIPYRIDAMOLUM)|Cutie x 1 flacon din PP x 60 capsule cu eliberare modificata cu sistem de inchidere securizat pentru copii + desicant (30 luni)|B01AC30|35.44|40.41|52.85|MI|inovativ|
AKIABB0013|W58060005||AKINETON 2mg|COMPR.|2mg|DESMA GMBH - GERMANIA|BIPERIDENUM|Cutie x 5 blistere PVC/Al x 10 comprimate (5 ani)|N04AA02|6.86|7.82|10.57|MO|inovativ|
ALBOZO0015|W55736001||ALBENDAZOL LPH 200mg|COMPR. FILM.|200mg|LABORMED PHARMA SA - ROMANIA|ALBENDAZOLUM|Cutie x 1 blister PVC/Al x 2 comprimate filmate (3 ani)|P02CA03|4.15|4.73|6.39|MG|generic|
ALBVIM0012|W53579001||ALBENDAZOL VIM SPECTRUM 200mg|COMPR.|200mg|VIM SPECTRUM SRL - ROMANIA|ALBENDAZOLUM|Cutie x 1 blister Al/PVC x 2 comprimate (18 luni)|P02CA03|4.04|4.6|6.22|MG|generic|
ALBKED0011|W59103001||ALBUMINA UMANA KEDRION 200g/l|SOL. PERF.|200g/l|KEDRION SPA - ITALIA|ALBUMINUM HUMANUM|Cutie x 1 flacon din sticla incolora x 50ml solutie perfuzabila|B05AA01|106.5|117.15|143.02|MG|generic|
ALBKED0029|W59103002||ALBUMINA UMANA KEDRION 200g/l|SOL. PERF.|200g/l|KEDRION SPA - ITALIA|ALBUMINUM HUMANUM|Cutie x 1 flacon din sticla incolora x 100ml solutie perfuzabila|B05AA01|213.0|234.3|286.03|MG|generic|
ALDMED0037|W07761001||ALDARA 5%|CREMA|5%|MEDA AB - SUEDIA|IMIQUIMODUM|Cutie x 12 plicuri din poliester/Al x 250mg crema (2 ani)|D06BB10|197.66|217.42|265.43|MI|inovativ|
ALDDRR0050|W56152002|!|ALDEMIZ 10mg|COMPR. FILM.|10mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|DONEPEZILUM|Cutie x blistere din PVC-Aclar/Al x 28 comprimate filmate (3 ani)|N06DA02|107.07|117.78|143.78|MG|generic|DC
ALDDRR0068|W56152003|!|ALDEMIZ 10mg|COMPR. FILM.|10mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|DONEPEZILUM|Cutie x blistere din PVC-Aclar/Al x 30 comprimate filmate (3 ani)|N06DA02|114.72|126.2|154.06|MG|generic|DC
ALDDRR0076|W56151002|!|ALDEMIZ 5mg|COMPR. FILM.|5mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|DONEPEZILUM|Cutie x blistere din PVC-Aclar/Al x 28 comprimate filmate (3 ani)|N06DA02|95.08|106.49|130.0|MG|generic|DC
ALDDRR0084|W56151003|!|ALDEMIZ 5mg|COMPR. FILM.|5mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|DONEPEZILUM|Cutie x blistere din PVC-Aclar/Al x 30 comprimate filmate (3 ani)|N06DA02|101.87|112.06|136.8|MG|generic|DC
ALDGEN0015|W42203001||ALDURAZYME 100UI/ml|CONC. PT. SOL. PERF.|100UI/ml|GENZYME EUROPE B.V. - OLANDA|LARONIDAZUM|Cutie x 1 flacon x 5 ml (3 ani)|A16AB05|2772.88|2802.88|3093.29|MO|orfan|
ALESAN0010|W52948001||ALENDRONAT SANDOZ 70mg|COMPR. FILM.|70mg|SANDOZ SRL - ROMANIA|ACIDUM ALENDRONICUM|Cutie x 1 blister OPA-Al-PVC/Al x 2 comprimate filmate (3 ani)|M05BA04|8.32|9.49|12.82|MG|generic|
ALEROM0019|W54093001||ALERGOROM 20mg/ml (R01AC01)|PIC. OFT. / NAZALE - SOL.|20mg/ml|ROMPHARM COMPANY SRL - ROMANIA|ACIDUM CROMOGLICICUM|Cutie x 1 flacon PEID, prevazut cu aplicator pentru picurare x 10ml picaturi oftalmice/nazale, solutie (1 an)|S01GX01|11.18|12.75|17.23|MG|generic|
ALEEBE0016|W13946007||ALEXAN 20mg/ml|SOL. INJ.|20mg/ml|EBEWE PHARMA GES. M.B.H. NFG. KG - AUSTRIA|CYTARABINUM|Cutie x 10 flacoane x 5ml solutie injectabila (3 ani)|L01BC01|87.11|97.56|123.36|MI|inovativ|
ALEEBE0032|W42933001||ALEXAN 50mg/ml|SOL. INJ.|50mg/ml|EBEWE PHARMA GES. M.B.H. NFG. KG - AUSTRIA|CYTARABINUM|Cutie x 1 flacon din sticla incolora x 10ml solutie injectabila (3 ani)|L01BC01|39.67|45.22|59.15|MI|inovativ|
ALEEBE0040|W42933004||ALEXAN 50mg/ml|SOL. INJ.|50mg/ml|EBEWE PHARMA GES. M.B.H. NFG. KG - AUSTRIA|CYTARABINUM|Cutie x 1 flacon din sticla incolora x 20ml solutie injectabila (3 ani)|L01BC01|68.16|76.34|96.52|MI|inovativ|
ALFSCS0025|W58167002||ALFACALCIDOL SANDOZ 0.25mcg|CAPS. MOI|0.25mcg|SANDOZ SRL - ROMANIA|ALFACALCIDOLUM|Cutie x blistere PVC/PVDC-Al x 30 capsule moi (4 ani)|A11CC03|14.91|16.99|22.97|MG|generic|
ALFSCS0017|W58168002||ALFACALCIDOL SANDOZ 0.5mg|CAPS. MOI|0.5mcg|SANDOZ SRL - ROMANIA|ALFACALCIDOLUM|Cutie x blistere PVC/PVDC-Al x 30 capsule moi (4 ani)|A11CC03|22.81|26.0|34.01|MG|generic|
ALFBIO0010|W02672001||ALFLUTOP|SOL. INJ.|10mg/ml-1ml|BIOTEHNOS S.A. - ROMANIA|DIVERSE|Cutie x 10 fiole x 1ml|M09AXN2|42.6|48.56|63.52|MI|inovativ|
ALFTER0010|W43038001||ALFURAN MR 10mg|COMPR. ELIB. PREL.|10mg|TERAPIA SA - ROMANIA|ALFUZOSINUM|Cutie x 3 blistere din PVC-Aclar/Al x 10 comprimate cu eliberare prelungita (2 ani)|G04CA01|24.17|27.55|36.04|PMG|generic|
ALGZEN0037|W43286001||ALGIFEN COMPRIMATE|COMPR.||ZENTIVA SA - ROMANIA|COMBINATII|Cutie x 2 blistere din Al/PVC x 10 comprimate (2 ani)|A03DA02|4.69|5.35|7.23|MG|generic|
ALGZEN0029|W43285001||ALGIFEN SOLUTIE INJECTABILA|SOL. INJ.||ZENTIVA SA - ROMANIA|COMBINATII|Cutie x 5 fiole din sticla bruna prevazute cu inel de rupere x 5ml solutie injectabila (2 ani)|A03DA02|7.94|9.05|12.23|MG|generic|
ALGZEN0095|W60584001||ALGIN BABY 100mg/5ml|SUSP. ORALA|100mg/5ml|ZENTIVA KS - REPUBLICA CEHA|IBUPROFENUM|Cutie x 1flacon din sticla bruna x 100ml suspensie orala, cu capac PP si o seringa dozatoare (gradata) din PEJD|M01AE01|6.16|7.02|9.49|MG|generic|
ALGZEN0108|W60584002||ALGIN BABY 100mg/5ml|SUSP. ORALA|100mg/5ml|ZENTIVA KS - REPUBLICA CEHA|IBUPROFENUM|Cutie x 1flacon din sticla bruna x 100ml suspensie orala, cu capac din PE si o seringa dozatoare (gradata), din PEJD|M01AE01|6.16|7.02|9.49|MG|generic|
ALGSAN0018|W12022001||ALGIOTOP|COMPR.|500mg|SANTA SA - ROMANIA|METAMIZOLUM NATRIUM|Cutie x 2 blistere PVC/Al x 10 comprimate (2 ani)|N02BB02|4.47|5.1|6.89|MG|generic|
ALGSAN0026|W12022002||ALGIOTOP|COMPR.|500mg|SANTA SA - ROMANIA|METAMIZOLUM NATRIUM|Cutie x 60 blistere Al/PVC x 10 comprimate|N02BB02|106.0|116.6|142.35|MG|generic|
ALGBIO0019|W53162001||ALGOBLOCK|COMPR.|500mg|BIOFARM SA - ROMANIA|METAMIZOLUM NATRIUM|Cutie x 2 blistere PVC/Al x 10 comprimate (2 ani)|N02BB02|4.01|4.57|6.18|MG|generic|
ALGZEN0045|W42786002||ALGOCALMIN 500mg|COMPR.|500mg|ZENTIVA SA - ROMANIA|METAMIZOLUM NATRIUM|Cutie x 2 blistere PVC/Al x 10 comprimate (2 ani)|N02BB02|5.36|6.11|8.26|MG|generic|
ALGZEN0011|W42787003||ALGOCALMIN®  1g/2ml|SOL. INJ.|1g/2ml|ZENTIVA SA - ROMANIA|METAMIZOLUM NATRIUM|Cutie x 5 fiole din sticla bruna x 2 ml solutie injectabila (3 ani)|N02BB02|3.84|4.38|5.92|MG|generic|
ALGZEN0087|W58004002||ALGOGESIC 100micrograme/ora|PLASTURE TRANSDERM.|100micrograme/ora|ZENTIVA KS - REPUBLICA CEHA|FENTANYLUM|Cutie x 5 plicuri compozite alcatuite din PET-Adeziv-Al-Surlyn x 1 plasture transdermic (3 ani)|N02AB03|142.41|156.65|191.24|MG|generic|
ALGZEN0053|W58001002||ALGOGESIC 25micrograme/ora|PLASTURE TRANSDERM.|25micrograme/ora|ZENTIVA KS - REPUBLICA CEHA|FENTANYLUM|Cutie x 5 plicuri compozite alcatuite din PET-Adeziv-Al-Surlyn x 1 plasture transdermic (3 ani)|N02AB03|39.92|45.51|59.53|MG|generic|
ALGZEN0061|W58002002||ALGOGESIC 50micrograme/ora|PLASTURE TRANSDERM.|50micrograme/ora|ZENTIVA KS - REPUBLICA CEHA|FENTANYLUM|Cutie x 5 plicuri compozite alcatuite din PET-Adeziv-Al-Surlyn x 1 plasture transdermic (3 ani)|N02AB03|79.83|89.41|113.05|MG|generic|
